stage,task_key,seed,policy_checkpoint,checkpoint_kind,rollout_output_dir,rollout_episodes,rollout_max_steps,disable_wandb,wandb_project,wandb_group,wandb_name,rollout_baseline_return,rollout_baseline_length,rollout_baseline_fall,notes
original_pwm_adapter_phase3_rollout10_fix1_20260602,velocity_flat_unitree_g1,0,scripts/outputs/mjlab_qs/original_pwm_adapter/original_pwm_adapter_phase3_formal_20260601/velocity_flat_unitree_g1/normobs_normrew/seed_0/final_policy_extraction.pt,final,scripts/outputs/mjlab_qs/policy_rollouts/original_pwm_adapter_phase3_rollout10_fix1_20260602/velocity_flat_unitree_g1/normobs_normrew/seed_0/final,10,1000,false,flow-mbpo-mjlab-original-pwm-adapter-rollout1000,original_pwm_adapter_phase3_formal_20260601,original_pwm_adapter_phase3_seed0_final_rollout10_fix1,45.8491,594.97,0.625,"Faithful original PWM adapter final checkpoint 10 episode 1000 step video after formal job 9387895; fix1 adds upstream PWM import path after jobs 9388553_[0-1] failed with ModuleNotFoundError: pwm; baseline is best aggregate BC, expert collector return 82.6090 length 1000 fall 0"
original_pwm_adapter_phase3_rollout10_fix1_20260602,velocity_flat_unitree_g1,0,scripts/outputs/mjlab_qs/original_pwm_adapter/original_pwm_adapter_phase3_formal_20260601/velocity_flat_unitree_g1/normobs_normrew/seed_0/best_policy_extraction.pt,best,scripts/outputs/mjlab_qs/policy_rollouts/original_pwm_adapter_phase3_rollout10_fix1_20260602/velocity_flat_unitree_g1/normobs_normrew/seed_0/best,10,1000,false,flow-mbpo-mjlab-original-pwm-adapter-rollout1000,original_pwm_adapter_phase3_formal_20260601,original_pwm_adapter_phase3_seed0_best_rollout10_fix1,45.8491,594.97,0.625,"Faithful original PWM adapter best-imagined checkpoint 10 episode 1000 step video after formal job 9387895; fix1 adds upstream PWM import path after jobs 9388553_[0-1] failed with ModuleNotFoundError: pwm; baseline is best aggregate BC, expert collector return 82.6090 length 1000 fall 0"
