run_key,stage,suite,task_key,env,complexity,episode_length,method_key,method_description,alg,seed,hparam_profile,max_epochs,num_envs,eval_runs,rollout_episodes,rollout_max_steps,wandb_project,wandb_group,notes,overrides
preflight_resume_gym_hopper_mlpwm_mlppolicy_s7_default,preflight_resume,gym,hopper,gym_hopper_mujoco,low,1000,mlpwm_mlppolicy,PWM baseline (MLP world model + MLP policy),pwm_5M_baseline_final,7,default,40,8,2,1,300,flow-mbpo-phoenix-preflight-20260301,phoenix_preflight_resume,Phoenix preflight resume phase1,alg.save_interval=10;++alg.wandb_log_every_epoch=true;env.config.episode_length=300
